lon,lat,psi,u,v,r,id
-73.9728,40.5364,1.5708,3,2.47455e-07,1.15784e-07,79
-73.9728,40.5372,1.5708,3,1.27724e-07,5.06721e-08,84
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9724,40.5314,1.0472,3,0.0299721,3.46171e-07,48
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9728,40.5348,1.5708,3,1.85027e-07,7.84772e-08,69
-73.9728,40.5356,1.5708,3,8.26364e-08,3.05587e-08,74
-73.9728,40.5364,1.5708,3,2.47455e-07,1.15784e-07,79
-73.9728,40.5372,1.5708,3,1.27724e-07,5.06721e-08,84
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9724,40.5298,1.0472,3,0.0299718,2.05224e-07,38
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9734,40.529,1.5708,3,0.000251106,1.92761e-08,189
-73.9734,40.5298,1.5708,3,5.56657e-05,8.32291e-08,584
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9728,40.534,1.5708,3,2.4489e-07,1.12457e-07,64
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9734,40.5306,1.5708,3,1.24372e-05,6.70094e-08,589
-73.9724,40.5282,1.0472,3,0.029972,8.66127e-08,28
-73.9734,40.5314,1.5708,3,2.78601e-06,2.43243e-08,609
-73.9724,40.5306,1.0472,3,0.029972,2.66499e-07,43
-73.9734,40.5322,1.5708,3,1.06232e-06,2.20448e-07,619
-73.9724,40.5323,1.0472,3,0.0299717,1.29564e-07,53
-73.9734,40.533,1.5708,3,3.41369e-07,8.05019e-08,629
-73.9724,40.529,1.0472,3,0.0299722,3.58205e-07,33
-73.9734,40.5338,1.5708,3,1.17721e-07,3.10499e-08,639
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9728,40.5356,1.5708,3,8.26364e-08,3.05587e-08,74
-73.9728,40.5364,1.5708,3,2.47455e-07,1.15784e-07,79
-73.9728,40.5372,1.5708,3,1.27724e-07,5.06721e-08,84
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5274,1.0472,3,0.0299739,4.29866e-08,23
-73.9724,40.5314,1.0472,3,0.0299721,3.46171e-07,48
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9734,40.5347,1.5708,3,2.39269e-07,1.08064e-07,649
-73.9724,40.5298,1.0472,3,0.0299718,2.05224e-07,38
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9728,40.5364,1.5708,3,2.47455e-07,1.15784e-07,79
-73.9728,40.5372,1.5708,3,1.27724e-07,5.06721e-08,84
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9734,40.5355,1.5708,3,1.12841e-07,4.32891e-08,714
-73.9724,40.5282,1.0472,3,0.029972,8.66127e-08,28
-73.9724,40.5266,1.0472,3,0.0299859,5.25743e-08,18
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9724,40.5306,1.0472,3,0.029972,2.66499e-07,43
-73.9724,40.5323,1.0472,3,0.0299717,1.29564e-07,53
-73.9734,40.5363,1.5708,3,1.16344e-07,5.02168e-08,769
-73.9718,40.525,1.0472,3,-0.00554093,-1.07057e-07,9
-73.9713,40.5259,1.07077e-07,3,0.0314432,1.08001e-07,192
-73.9724,40.529,1.0472,3,0.0299722,3.58205e-07,33
-73.9724,40.5274,1.0472,3,0.0299739,4.29866e-08,23
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9734,40.5371,1.5708,3,1.32044e-07,5.84005e-08,804
-73.9724,40.5282,1.0472,3,0.029972,8.66127e-08,28
-73.9724,40.5314,1.0472,3,0.0299721,3.46171e-07,48
-73.9724,40.5298,1.0472,3,0.0299718,2.05224e-07,38
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9724,40.529,1.0472,3,0.0299722,3.58205e-07,33
-73.9724,40.5306,1.0472,3,0.029972,2.66499e-07,43
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9734,40.5379,1.5708,3,5.4865e-08,2.01183e-08,834
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9728,40.5372,1.5708,3,1.27724e-07,5.06721e-08,84
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5323,1.0472,3,0.0299717,1.29564e-07,53
-73.9724,40.5298,1.0472,3,0.0299718,2.05224e-07,38
-73.9724,40.5314,1.0472,3,0.0299721,3.46171e-07,48
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5306,1.0472,3,0.029972,2.66499e-07,43
-73.9734,40.5387,1.5708,3,1.89892e-07,8.93395e-08,889
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9728,40.538,1.5708,3,1.32927e-07,5.76611e-08,89
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5323,1.0472,3,0.0299717,1.29564e-07,53
-73.9724,40.5314,1.0472,3,0.0299721,3.46171e-07,48
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9724,40.5323,1.0472,3,0.0299717,1.29564e-07,53
-73.9734,40.5395,1.5708,3,2.46557e-07,1.11417e-07,964
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5331,1.0472,3,0.0299717,1.28899e-07,58
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9728,40.5388,1.5708,3,6.33301e-08,2.40561e-08,94
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5339,1.0472,3,0.0299717,1.30745e-07,63
-73.9734,40.5403,1.5708,3,1.33175e-07,5.28576e-08,1044
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5347,1.0472,3,0.0299717,1.29144e-07,68
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5355,1.0472,3,0.0299717,1.27863e-07,73
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9728,40.5396,1.5708,3,1.07575e-07,4.87835e-08,274
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9734,40.5411,1.5708,3,1.25535e-07,5.37506e-08,1124
-73.9724,40.5363,1.0472,3,0.0299717,1.2994e-07,78
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9724,40.5371,1.0472,3,0.0299717,1.27173e-07,83
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9737,40.5369,2.61799,3,-0.0314414,-3.32644e-07,86
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5417,2.61799,3,-0.0314414,-3.31978e-07,1176
-73.9737,40.5417,2.61799,3,-0.0314414,-3.31978e-07,1176
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9724,40.5395,1.0472,3,0.0299717,1.2961e-07,273
-73.9728,40.5404,1.5708,3,1.34825e-07,6.05176e-08,474
-73.9728,40.5412,1.5708,3,2.76623e-07,1.28276e-07,759
-73.9724,40.5395,1.0472,3,0.0299717,1.2961e-07,273
-73.9737,40.5352,2.61799,3,-0.0314414,-3.31574e-07,76
-73.9737,40.536,2.61799,3,-0.0314414,-3.31682e-07,81
-73.9737,40.5369,2.61799,3,-0.0314414,-3.32644e-07,86
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5417,2.61799,3,-0.0314414,-3.31978e-07,1176
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.536,2.61799,3,-0.0314414,-3.31682e-07,81
-73.9737,40.536,2.61799,3,-0.0314414,-3.31682e-07,81
-73.9724,40.5379,1.0472,3,0.0299717,1.30685e-07,88
-73.9737,40.5369,2.61799,3,-0.0314414,-3.32644e-07,86
-73.9737,40.5369,2.61799,3,-0.0314414,-3.32644e-07,86
-73.9724,40.5387,1.0472,3,0.0299717,1.27634e-07,93
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5336,2.61799,3,-0.0314414,-3.31443e-07,66
-73.9737,40.5344,2.61799,3,-0.0314414,-3.32193e-07,71
-73.9737,40.5352,2.61799,3,-0.0314414,-3.31574e-07,76
-73.9737,40.536,2.61799,3,-0.0314414,-3.31682e-07,81
-73.9737,40.5369,2.61799,3,-0.0314414,-3.32644e-07,86
-73.9737,40.5377,2.61799,3,-0.0314414,-3.31872e-07,91
-73.9737,40.5385,2.61799,3,-0.0314414,-3.30915e-07,96
-73.9737,40.5393,2.61799,3,-0.0314414,-3.32512e-07,276
-73.9737,40.5401,2.61799,3,-0.0314414,-3.32058e-07,476
-73.9737,40.5409,2.61799,3,-0.0314414,-3.31267e-07,761
-73.9737,40.5417,2.61799,3,-0.0314414,-3.31978e-07,1176
-73.9738,40.5425,1.5708,3,0.0314382,5.92423e-08,1377
